  time        pos_x        pos_y        vel_x        vel_y    BCI_pos_x    BCI_pos_y    BCI_vel_x    BCI_vel_y
17.703   204.759629   257.758985     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
17.759   204.759629   257.758985     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
17.817   204.759629   257.758985     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
17.877   228.574317   243.983822   396.926942  -229.594996     0.000000     0.000000     0.000000     0.000000
17.927   244.684254   234.644728   322.200479  -186.782886     0.000000     0.000000     0.000000     0.000000
17.979   244.684254   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.039   244.684254   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.097   244.684254   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.148   244.684254   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.205   244.684254   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.262   244.684254   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.316   244.684254   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.371   244.684254   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.429   244.684254   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.481   241.649049   234.644728   -58.367846     0.000000     0.000000     0.000000     0.000000     0.000000
18.540   240.948617   234.644728   -11.871348     0.000000     0.000000     0.000000     0.000000     0.000000
18.598   240.948617   234.644728     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.650   240.014707   234.411251   -17.621897    -4.405474     0.000000     0.000000     0.000000     0.000000
18.701   240.014707   234.411251     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.753   240.014707   234.411251     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.803   240.014707   234.411251     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.855   240.014707   234.411251     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.918   240.014707   234.411251     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
18.977   240.014707   234.411251     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
19.028   240.014707   234.411251     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
19.085   240.014707   234.411251     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
19.144   237.446456   233.477342   -43.528277   -15.828465     0.000000     0.000000     0.000000     0.000000
19.204   224.138248   226.706499  -221.812115  -112.851778     0.000000     0.000000     0.000000     0.000000
19.262   215.733064   222.970861  -144.926805   -64.411913     0.000000     0.000000     0.000000     0.000000
19.315   205.460061   207.327879  -193.804080  -295.110758     0.000000     0.000000     0.000000     0.000000
19.375   193.319239   173.006710  -202.354911  -572.041769     0.000000     0.000000     0.000000     0.000000
19.441   174.874529    26.382940  -279.497487 -2221.828127     0.000000     0.000000     0.000000     0.000000
19.509   166.702822     7.237798  -120.164992  -281.529410     0.000000     0.000000     0.000000     0.000000
19.560   166.469345     7.004320    -4.577488    -4.577488     0.000000     0.000000     0.000000     0.000000
19.620   166.469345     7.004320     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
19.673   164.368049     6.770843   -39.649267    -4.405474     0.000000     0.000000     0.000000     0.000000
19.741   155.962864     0.000000  -123.598278   -99.565279     0.000000     0.000000     0.000000     0.000000
19.800   154.095046    -3.502160   -31.662327   -59.366862     0.000000     0.000000     0.000000     0.000000
19.856   154.095046    -3.502160     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
19.913   154.095046    -3.502160     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
19.964   154.095046    -3.502160     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.023   154.095046    -3.502160     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.076   154.095046    -3.502160     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.131     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.187     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.247     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.307     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.367     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.427     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.481   154.095046    -3.502160  2853.457352   -64.851303     0.000000     0.000000     0.000000     0.000000
20.546   154.095046    -3.502160     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.607   154.095046    -3.502160     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
20.666   154.095046    -2.801728     0.000000    11.871348     0.000000     0.000000     0.000000     0.000000
20.717   154.095046    49.263719     0.000000  1020.981230     0.000000     0.000000     0.000000     0.000000
20.776   139.852928   100.161780  -241.384084   862.651316     0.000000     0.000000     0.000000     0.000000
20.837   128.412538   121.641695  -187.536639   352.109609     0.000000     0.000000     0.000000     0.000000
20.894   128.646015   120.474308     4.096073   -20.480363     0.000000     0.000000     0.000000     0.000000
20.953   128.879493   120.474308     3.957791     0.000000     0.000000     0.000000     0.000000     0.000000
21.015   130.046879   119.306922    18.829042   -18.829042     0.000000     0.000000     0.000000     0.000000
21.066   143.121610   115.571284     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
21.127   143.121610   115.571284     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
21.184   143.121610   115.571284     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
21.239   143.121610   115.571284     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
21.291   143.121610   115.571284     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
21.353   143.121610   115.571284     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
21.409   138.919018   116.038239   -75.053705     8.339301     0.000000     0.000000     0.000000     0.000000
21.467   122.809082   120.474308  -277.728209    76.475884     0.000000     0.000000     0.000000     0.000000
21.519   107.633055   120.474308  -291.895688     0.000000     0.000000     0.000000     0.000000     0.000000
21.577   100.628734   120.474308  -120.751395     0.000000     0.000000     0.000000     0.000000     0.000000
21.641    88.721390   122.809082  -186.049757    36.480345     0.000000     0.000000     0.000000     0.000000
21.699    88.721390   122.809082     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
21.761    88.254435   123.042559    -7.531617     3.765808     0.000000     0.000000     0.000000     0.000000
21.819    87.087048   123.042559   -20.125233     0.000000     0.000000     0.000000     0.000000     0.000000
21.885   210.363085   258.692895  -146.413297     0.000000     0.000000     0.000000     0.000000     0.000000
21.945   207.561357   258.692895   -45.927340     0.000000     0.000000     0.000000     0.000000     0.000000
22.005   206.393970   258.692895   -18.829042     0.000000     0.000000     0.000000     0.000000     0.000000
22.065   205.460061   258.459417   -16.678601    -4.169650     0.000000     0.000000     0.000000     0.000000
22.125    84.752275   123.276036     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
22.187    71.911021   123.742991    -0.578774     0.021046   140.086405   116.738671     0.000000     0.000000
22.245    72.377976   123.976468     8.050093     4.025047   140.086405   116.738671     0.000000     0.000000
22.295    75.413181   123.976468    60.704438     0.000000   140.086405   116.738671     0.000000     0.000000
22.352    85.219230   118.839967   172.035048   -90.113596   140.086405   116.738671     0.000000     0.000000
22.404    85.686184   118.373012     8.979669    -8.979669   140.086405   116.738671     0.000000     0.000000
22.461    86.620094   118.373012    16.384290     0.000000   140.086405   116.738671     0.000000     0.000000
22.519    98.527438   121.875172   205.312973    60.386169   140.086405   116.738671     0.000000     0.000000
22.572   114.637375   125.143855   303.977715    61.676638   140.086405   116.738671     0.000000     0.000000
22.625   121.875172   125.143855   136.569698     0.000000   140.086405   116.738671     0.000000     0.000000
22.682   128.179061   125.143855   110.593959     0.000000   140.086405   116.738671     0.000000     0.000000
22.743   135.183381   124.209946   114.818351   -15.309113   140.086405   116.738671     0.000000     0.000000
22.802   135.183381   124.209946     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
22.864   141.253792   124.209946    97.911019     0.000000   140.086405   116.738671     0.000000     0.000000
22.926   144.989429   124.209946    60.252935     0.000000   140.086405   116.738671     0.000000     0.000000
22.992   146.857248   123.742991    28.299230    -7.074807   140.086405   116.738671     0.000000     0.000000
23.054   148.725067   123.742991    30.126468     0.000000   140.086405   116.738671     0.000000     0.000000
23.111   148.725067   123.742991     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
23.161   146.390293   121.408218   -46.695722   -46.695722   140.086405   116.738671     0.000000     0.000000
23.221   142.654656   117.906058   -62.263050   -58.371609   140.086405   116.738671     0.000000     0.000000
23.279   142.654656   114.870852     0.000000   -52.325605   140.086405   116.738671     0.000000     0.000000
23.342   142.654656   114.870852     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
23.398   142.654656   114.870852     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
23.459   141.954224   114.637375   -11.483729    -3.827910   140.086405   116.738671     0.000000     0.000000
23.517   140.319882   115.337807   -28.175326    12.075140   140.086405   116.738671     0.000000     0.000000
23.578   138.218586   122.342127   -34.451186   114.837285   140.086405   116.738671     0.000000     0.000000
23.638   203.825719   172.306278  1093.311522   832.628704   140.086405   116.738671     0.000000     0.000000
23.703   223.204339   172.072801   298.148064    -3.592145   140.086405   116.738671     0.000000     0.000000
23.755   243.283390   174.174097   386.125748    40.408508   140.086405   116.738671     0.000000     0.000000
23.812   247.019027   174.174097    65.537161     0.000000   140.086405   116.738671     0.000000     0.000000
23.871   247.485982   174.174097     7.915582     0.000000   140.086405   116.738671     0.000000     0.000000
23.922   247.485982   174.174097     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
23.982   264.529828   172.773233   284.075164   -23.348644   140.086405   116.738671     0.000000     0.000000
24.039   244.684254   234.644728   322.200479  -186.782886   140.086405   116.738671     0.000000     0.000000
24.099   244.684254   234.644728     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
24.159   244.684254   234.644728     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
24.219   244.684254   234.644728     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
24.275    84.752275   123.276036     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
24.331   272.701535   170.204982     7.724683     1.928772   140.086405   116.738671     0.000000     0.000000
24.394   266.864602   169.971505   -92.657046    -3.706282   140.086405   116.738671     0.000000     0.000000
24.452   256.124644   168.337163  -185.152139   -28.175326   140.086405   116.738671     0.000000     0.000000
24.517   224.605203   163.901094  -484.939621   -68.250762   140.086405   116.738671     0.000000     0.000000
24.575   190.050556   158.764592  -595.706883   -88.551023   140.086405   116.738671     0.000000     0.000000
24.631   182.812759   154.562000  -129.259159   -75.053705   140.086405   116.738671     0.000000     0.000000
24.689   171.372369   140.086405  -197.261484  -249.596164   140.086405   116.738671     0.000000     0.000000
24.741   166.702822   135.650336   -89.796686   -85.306851   140.086405   116.738671     0.000000     0.000000
24.798   155.962864   127.245151  -188.419338  -147.458612   140.086405   116.738671     0.000000     0.000000
24.850   154.795478   126.778197   -22.449171    -8.979669   140.086405   116.738671     0.000000     0.000000
24.910   150.826363   124.910378   -66.154490   -31.131525   140.086405   116.738671     0.000000     0.000000
24.966   146.156816   122.108650   -83.378029   -50.026817   140.086405   116.738671     0.000000     0.000000
25.030   145.923339   121.875172    -3.648034    -3.648034   140.086405   116.738671     0.000000     0.000000
25.093   145.456384   120.941263    -7.412564   -14.825127   140.086405   116.738671     0.000000     0.000000
25.150   145.456384   120.941263     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
25.215   145.456384   117.906058     0.000000   -46.690664   140.086405   116.738671     0.000000     0.000000
25.270   145.456384   115.571284     0.000000   -42.451432   140.086405   116.738671     0.000000     0.000000
25.336   161.566320   106.699145   244.080857  -134.421341   140.086405   116.738671     0.000000     0.000000
25.398   210.830040    86.386616   794.585580  -327.625334   140.086405   116.738671     0.000000     0.000000
25.446   277.604559    76.347091  1391.190017  -209.164933   140.086405   116.738671     0.000000     0.000000
25.504   398.078868    56.968471  2077.284200  -334.136800   140.086405   116.738671     0.000000     0.000000
25.551   430.765695    52.065447   695.429499  -104.314425   140.086405   116.738671     0.000000     0.000000
25.599   476.527254    51.598493   953.402948    -9.728602   140.086405   116.738671     0.000000     0.000000
25.653   484.465484    51.598493   146.996288     0.000000   140.086405   116.738671     0.000000     0.000000
25.710   484.698961    52.532402     4.096073    16.384290   140.086405   116.738671     0.000000     0.000000
25.758   485.399393    55.334130    14.592902    58.371609   140.086405   116.738671     0.000000     0.000000
25.806   496.139351    59.536722   223.757835    87.557414   140.086405   116.738671     0.000000     0.000000
25.866   515.751448    61.871496   326.881011    38.914406   140.086405   116.738671     0.000000     0.000000
25.926   516.218402    61.871496     7.781577     0.000000   140.086405   116.738671     0.000000     0.000000
25.977   516.218402    61.871496     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.036   517.852744    64.206269    27.699813    39.571161   140.086405   116.738671     0.000000     0.000000
26.092   517.852744    64.206269     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.151   517.852744    64.206269     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.202   517.852744    64.206269     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.261   517.619266    62.571928    -3.957116   -27.699813   140.086405   116.738671     0.000000     0.000000
26.326   515.751448    60.470631   -28.737163   -32.329308   140.086405   116.738671     0.000000     0.000000
26.385   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.443   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.608   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.668   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.726   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.777   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.835   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.891   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
26.953   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
27.011   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
27.063   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
27.113   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
27.161   515.751448    60.470631     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
27.209   511.548856    68.642338   -87.557414   170.250527   140.086405   116.738671     0.000000     0.000000
27.269   500.808898    98.060484  -179.006268   490.321516   140.086405   116.738671     0.000000     0.000000
27.329   500.341943   100.628734    -7.781577    42.798672   140.086405   116.738671     0.000000     0.000000
27.381   498.474124   103.430462   -35.918674    53.878011   140.086405   116.738671     0.000000     0.000000
27.429   486.099825   109.734351  -257.807940   131.336120   140.086405   116.738671     0.000000     0.000000
27.482   434.501333   121.174740  -973.609784   215.868233   140.086405   116.738671     0.000000     0.000000
27.533   397.378436   119.306922  -727.820641   -36.619906   140.086405   116.738671     0.000000     0.000000
27.581   379.634158   111.835647  -369.686858  -155.657624   140.086405   116.738671     0.000000     0.000000
27.639   370.762019   111.835647  -152.978294     0.000000   140.086405   116.738671     0.000000     0.000000
27.693   352.550786   111.368692  -337.226778    -8.646840   140.086405   116.738671     0.000000     0.000000
27.750   349.048626   109.500873   -61.441088   -32.768581   140.086405   116.738671     0.000000     0.000000
27.810   348.581671   105.531758    -7.782881   -66.154490   140.086405   116.738671     0.000000     0.000000
27.869   346.947330    98.293961   -27.699813  -122.670600   140.086405   116.738671     0.000000     0.000000
27.926   346.947330    98.293961     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
27.974   349.982535    97.593529    63.235910   -14.592902   140.086405   116.738671     0.000000     0.000000
28.025   352.083831    96.659619    41.205520   -18.313565   140.086405   116.738671     0.000000     0.000000
28.075   352.317309    96.659619     4.669572     0.000000   140.086405   116.738671     0.000000     0.000000
28.138   352.317309    96.659619     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.194   352.317309    96.659619     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.246   352.317309    96.659619     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.303   352.317309    97.126574     0.000000     8.192145   140.086405   116.738671     0.000000     0.000000
28.350   352.317309    97.126574     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.401   351.850354    97.827006    -9.154977    13.732465   140.086405   116.738671     0.000000     0.000000
28.452   351.616877    98.527438    -4.578391    13.735173   140.086405   116.738671     0.000000     0.000000
28.509   351.616877    98.527438     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.568   351.616877    98.527438     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.642   351.616877    98.527438     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.694   351.616877    98.527438     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.752   351.616877    98.527438     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.804   351.616877    98.527438     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
28.853   405.316665    98.527438  1095.825521     0.000000   140.086405   116.738671     0.000000     0.000000
28.902   452.479088    90.589209   962.618257  -162.024855   140.086405   116.738671     0.000000     0.000000
28.963   484.698961    85.219230   528.164413   -88.027402   140.086405   116.738671     0.000000     0.000000
29.022   508.747127    81.717070   407.582961   -59.356742   140.086405   116.738671     0.000000     0.000000
29.085   508.980605    81.483592     3.706282    -3.706282   140.086405   116.738671     0.000000     0.000000
29.134   510.848424    82.417502    38.115670    19.057835   140.086405   116.738671     0.000000     0.000000
29.182   514.350584    84.518798    72.964511    43.778707   140.086405   116.738671     0.000000     0.000000
29.242   516.451880    85.219230    35.022965    11.674322   140.086405   116.738671     0.000000     0.000000
29.293   517.385789    85.686184    18.309953     9.154977   140.086405   116.738671     0.000000     0.000000
29.353   517.385789    86.386616     0.000000    11.674322   140.086405   116.738671     0.000000     0.000000
29.411   517.385789    87.087048     0.000000    12.077234   140.086405   116.738671     0.000000     0.000000
29.470   517.385789    88.020958     0.000000    15.828465   140.086405   116.738671     0.000000     0.000000
29.531   517.385789    88.954867     0.000000    15.309113   140.086405   116.738671     0.000000     0.000000
29.588   517.385789    89.188345     0.000000     4.096073   140.086405   116.738671     0.000000     0.000000
29.641   517.385789    89.188345     0.000000     0.000000   140.086405   116.738671     0.000000     0.000000
